,T,dof,tail,p-val,CI95%,cohen-d,BF10,power,feature,p-corr,significant
0,-77.03353517408517,55073.81668182657,two-sided,0.0,[-0.1 -0.1],0.6421414937744487,inf,1.0,danceability,0.0,True
1,2.866908605848964,54198.20713831181,two-sided,0.004146623839450976,[0.   0.01],0.023983580268280996,0.57,0.8233100149389798,energy,0.037319614555058785,False
2,-25.91105053515287,51351.903383718054,two-sided,4.4316928300631243e-147,[-0.82 -0.71],0.21901121314666674,7.9e+142,1.0,loudness,3.9885235470568117e-146,True
3,14.058687422298833,57902.763515031605,two-sided,8.076301486402429e-45,[0.01 0.01],0.1154058169306263,6.415e+40,1.0,speechiness,7.268671337762187e-44,True
4,4.088824457064057,53265.215301115815,two-sided,4.342005896989739e-05,[0.   0.01],0.034327396043648366,39.874,0.9851329697916975,acousticness,0.0003907805307290765,True
5,58.227596592848606,51938.84804687865,two-sided,0.0,[0.17 0.18],0.4911713251556923,inf,1.0,instrumentalness,0.0,True
6,7.186653585314472,54844.70278993277,two-sided,6.724174840776518e-13,[0.01 0.01],0.059964571796066374,1.511e+09,1.0,liveness,6.0517573566988666e-12,True
7,-60.05273669385769,56078.86784137396,two-sided,0.0,[-0.11 -0.1 ],0.4983348535856798,inf,1.0,valence,0.0,True
8,1.4848236577531393,55425.480975940765,two-sided,0.13759623028351772,[-0.12  0.88],0.012358510128993885,0.028,0.3188179046830249,tempo,1.0,False
